PR,Requisition Date,RFQ ID,RFQ Date,PO,PO Date,Fund Code,Project Name,Project ID,Requested BY,Buyer Name,Description,Qty,Unit of Measurment,Currency,Amount,Vendor Name,Invoice Number,System GRN Number,GRN Number,Doc. Received Date,Voucher ID,Cheque Number,Net Pay to Vendor,On hand status,Progress,location
6301,05/11/2019,N/A,05/11/2019,5853,06/11/2019,US17Y,Emergency,CRSXET0006,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-A13823 long base from 10/11/2019 to 09/12/2019 at West Harargih./Vehicle rental Extension Plate # 3-A33729 long base from 12/11/2019 to 11/12/2019 at West Harargeh.,30,DAY,ETB,126832.36,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/393/12,5855,8784,02/01/2020,,4741089,124626.57,Purchase order was prepared and waiting approval/Purchase order was approved and issued to supplier then waiting service delivery/waiting service delivery/waiting for payment request/ payment request received on 24.12.2019 and document send for GRN same day/GRN issued and received on 26.12.2019 and document communicated to finance on 27.12.2019,Completed,Procurement
6302,05/11/2019,N/A,05/11/2019,5854,06/11/2019,US2GL,Emergency,OCHAET0043,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-68784 one Mark II from 14/11/2019 to 13/12/2019 at West Hararghe FOffice,30,DAY,ETB,69105.23,GETACHEW MOLLA CAR RENTAL SERVICE,,,,11/12/2019,,,0,Purchase order was prepared and waiting approval/Purchase order was approved and issued to supplier then waiting service delivery/waiting payment request,Ongoing,Store
6303,05/11/2019,N/A,05/11/2019,5855,06/11/2019,US2H5,Emergency,OCHAET0047,Hirut Merga,AFEKADU,Vehicle rental Extension Plate # 3-76437 one long Base from 11/11/2019 to 10/12/2019 at West Hararghe FOffice,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/310/12,5766,7990,28/11/2019,90638,4740847,14539.77,"Purchase order was prepared and waiting an approval/Purchase order was prepared and issued then waiting service delivery/waiting payment request/Payment request was received on November 25,2019 then transfered for GRN on the same date/Document communicated to finance on November 27,2019",Completed,Procurement
6309,05/11/2019,N/A,05/11/2019,5856,06/11/2019,CZ107,Emergency,CCZEET0002,Hirut Merga,AFEKADU,Vehicle rental extension plate # 3-51926 Long Base from 14/11/2019 to 13/12/2019 at East Hararghe FO.,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/395/12,5856,8785,02/01/2020,91841,,0,Purchase order was Prepared and waiting an approval/Purchase order was approved and issued then waiting service delivery/waiting payment request/ payment request received on 24.12.2019 and document send for GRN same day/GRN issued and received on 26.12.2019 and document communicated to finance on 27.12.2019,Ongoing,Finance
6310,05/11/2019,N/A,05/11/2019,5857,05/11/2019,CZ107,Emergency,CCZEET0002,Hirut Merga,AFEKADU,Vehicle rental Extension plate # 3-A10382 one long base for one month from 15/11/2019 to 14/12/2019 at East Hararghe FO,30,DAY,ETB,63416.18,GETACHEW MOLLA CAR RENTAL SERVICE,GMCR/389/12,5858,8787,02/01/2020,91841,4741098,62313.29,Purchase order was prepared and waiting an approval/Purchase order was issued and waiting service delivery/ waiting payment request/ payment request received on 24.12.2019 and document send for GRN same day/ GRN issued and received on 26.12.2019 and document communicated to finance on 27.12.2019,Completed,Procurement
6292,01/11/2019,1740,01/11/2019,5858,06/11/2019,US31E,SINCE,IRCXET0006,Abigel,AFEKADU,Hall rent and Refreshment SINC,1,EA,ETB,66801,,FS#.00147253,5748,7967,21/11/2019,90337,4474495,71617.08,"RFQ was prepared and send for supplier then waiting proforma invoice/ quotation was collected and purchase order was prepared and issued then waiting service delivery(Handled by Dagmawit for Butajira) and waiting service delivery for Hosana. Payment request was received on November 19,2019 then transferred for GRN on the same date.",Completed,Procurement
6296,05/11/2019,1737,05/11/2019,5898,21/11/2019,US1UH,DFSA,WVIXET0006,Mekdes Leykun,ANEGASSA,1.USAID Banner:Size: W=2M H=1.5m; (6 for Dire Dawa & 6 for Adama)2. DFSA Banner;Size: W=2M H=1.5m.3. anner-Donor Recognition;Size: W=2M H=1.5m4. Banner-Compliant Response Mec./CRM: Size: W=1.2M H=1m5. Banner-Beneficiary Entitlement (Ration size):Size: W=1M H=1.2m,12,PCE,ETB,47375.96,ESAYAS ENGINEERING PLC,,,,0000-00-00,,,0,"RFQ approved & ready to Distribution But the assigned driver is assigned to another urgent task on 06-07 November 2019(in connection with the event: Social NORMS AND GENDER TRANSFORMATIVE PROGRAMMING ? 10 years of learning)/finally distributed & Offer partially received/Opened & shared to the requester on 14 November 2019 for the proper selection/Final Selection Confirmed on 20 Nov 2019 & now waiting for PO approval online/Approved & ready to be placed but No assigned driver on this day( 22 Nov 2019)/PO placed but The supplier call for the clarification as minor difference takes place b/n the PO and the soft copy by CD finally the requester informed & under proper correction then proofreading approval/Corrected then the Supplier provided the material sample work in person at CARE Ethiopia Office on 03 December 2019 as well as soft copy through email dated 04 December 2019 for approval & Waiting for final proofreading approval.//Proof read approved and vendors are working on printing/ delivery expected 10/12/19/Delivered but waiting for payment request (vendor also requested a name change and waiting for supporting doc. with the payment request/Supporting document received and Hirut is working on the vendor name change.Still,waiting for the name change.The reminder to the procurement admin assistant did on 07 February 2020 and verbally updated as already CARE Ethiopia Official letter communicated to the supplier for the resolution as well.",Ongoing,Procurement
6298,06/11/2019,1742,06/11/2019,5894,19/11/2019,US1SJ,DFSA,WVIXET0005,Mekdes Leykun,ANEGASSA,Printing of the attached Peer education trainers guide manual # of pages 40 (including cover pages) and Printing of the attached,310,PCE,ETB,78091.9,CENTRAL PRINTING PRESS PLC,FS NO 00003794,5850,8779,03/01/2020,,4741105,76733.78,"RFQ distributed, offer received, opened & Shared to the requester for the selection on 12 November 2019 but the RFQ & the Suppliers respond vary in understandings then contacted by the requester herself & clarified finally under collection for the quotations accordingly/Final selection confirmed on 19 Nov 2019 & awarded quotes then Waiting for PO approval online/Final selection confirmed on 19 Nov 2019 & now under award quotes,Waiting for PO approval online finally approved & PO placed on 21 November 2019 and the supplier make ready & call for proofread approval/proofreading approved on 26 Nov 2019 & waiting for delivery.Delivery December 21, 2019./Printing delivered and waiting GRN 18/12/19/Document Communicated to finance on 26 December 2019.",Completed,Procurement
6266,23/10/2019,1725,23/10/2019,290364384,31/10/2019,US2H5,Emergency,OCHAET0047,HIRUT MERGA,NSOLOMON,Check valve 2.5'' - 1pcs Gate valve 2.5'' - 1pcs,1,PCE,ETB,3907.7,MULUGETA METAFERIA BUILDING MATERIALS,,,,22/11/2019,90407,4740816,3907.7,RFQ Prepared on 24.10.2019/RFQ approved on 28.10.2019/ Item collected and receipt confirmation received on 6.11.2019 / Payment request received on 18.11.2019/document communicated to finance on 20.11.2019,Completed,Procurement
0045/US044/2019,23/10/2019,Offline,23/10/2019,0044/US044/2019,08/11/2019,US044,SINCE,UNRTET0128,Abigel Abrham,DGETACHEW,"1. Chicken feed (processed concentrated),2. Chicken watering tool (Manual Drinker 3.5ltr) and 3. Egg collecting Box (Plastic)",49,EA,ETB,117943.65,FRIENDSHIP AGRO INDUSTRY PLC,Fs. No. 00002284 & Fs. No. 00002246,offline,8007,01/01/1970,90847,,0,1. Performa collected and opened/ 2. PO signed and waiting delivery./Chicken feed is collected and sent to field and under vehicle arrangement for the rest./All item collected 26/11/19,Ongoing,Finance
0045/US044/2019,23/10/2019,Offline,23/10/2019,1867782984,31/10/2019,US044,SINCE,UNRTET0128,Abigel Abrham,DGETACHEW,"1. Medicine (New Castle Disease),2. Medicine (Fowl Pox), and 3. Medicine (Fowl Typhoid)",2800,,ETB,13202,PETAG VETERINARY DRUG STORE PLC,,,,13/12/2019,91306,,0,1. Performa collected and opened. /2. PO issued to vendor 31/10/19/ waiting for transportation 7/11/19,Ongoing,Finance
2106617059,06/11/2019,Email Request,06/11/2019,2106617059,06/11/2019,US28E,Emergency,NCARET0001,Addisalem B.,DGETACHEW,1. Learning brief- CARE Ethiopia gender brief on our journey to gender equality.,200,EA,ETB,6400.9,AMANUEL PRINTING PRESS,,,,21/11/2019,90320,4740818,6289.58,1. Item Order given to vendor/ Item delivered./confirmation received on 14/11/19/Payment forwarded to finance 21/11/19,Completed,Procurement
1626377985,31/10/2019,N/A (Historical Price),31/10/2019,1626377985,31/10/2019,US17Y,Emergency,CRSXET0006,HIRUT MERGA,NSOLOMON,"Roll up banner, on matte canvas print stand with broad foot, camera ready for trans formative food Assistance conference for Nov 4,2019.",3,PCE,ETB,12499.98,S.S.W PRINTING AND ADVERTISING,,,,16/12/2019,90007,,0,historical price used and item collected on 3.11.2019/Payment request received on 6.11.2019/ document communicated to finance on 7.11.2019,Ongoing,Finance
6266,23/10/2019,N/A (Historical price used),23/10/2019,5830,28/10/2019,US2H5,Emergency,OCHAET0047,HIRUT MERGA,NSOLOMON,"Purchase of 75 mm HDPE pipe PN 16 - 1,500 meterPurchase of 63 mm HDPE pipe PN 16 - 1,000 meter",2,EA,ETB,327750,MULUGETA METAFERIA BUILDING MATERIALS,FS NO 00092354,5731,7946,14/11/2019,90148,4474435,322050,Non Competitive Justification filled and signed on 25.10.2019/PO placed on 28.10.2019 using historical price/ PO approved and dispatched to vendor on 30.10.2019/ waiting for delivery/Transport arranged and item collected on 11.11.2019/payment request received on 12.11.2019 and document send for GRN same day/GRN issued and received on 13.11.2019 and document communicated to finance on 14.11.2019,Completed,Procurement
0044/US044/2019,23/10/2019,Offline,23/10/2019,0043/US044/2019,04/11/2019,US044,SINCE,UNRTET0128,Abigel Abrham,DGETACHEW,"1. Stroke Single-cylinder portable gasoline engine water pump; Discharge capacity: 939 ltr/min;Tital head lift: 31mt,3",7,EA,ETB,203490.07,HAGBES PLC,Fs. No. 00011729,,8034,13/12/2019,91307,,0,1. Performance collected and opened/ 2. item inspected and PO signed by vendor/3. waiting transportation to collect the item/ CPO is ready and requestor is informed to arrange transportation and waiting for transportation 18/11/19/Waiting delivery 4/12/19/Waiting GRN 9/12/19,Ongoing,Finance
6267,24/10/2019,BID Posted Locally,24/10/2019,6027,17/01/2020,CA403,Emergency,CCANET0047,HIRUT MERGA,NSOLOMON,"Semi-permanent latrine construction in Kersa Woreda, Liben zone, Somale region",5,EA,ETB,1216729.1,Siyaad General Construction Company,,,,0000-00-00,,,0,"To be processed/ Invitation to bid posted locally at Somali region on November 4,2019 with closing date on November 13,2019/ Invitation to Bid Extended until November 18,2019/waiting for Bid document from Filtu FO/ Bid Document received from FO on 25.11.2019/ waiting for SPO and procurement committee to open the Bid/ Bid document opened on 2.12.2019/document forward for technical evaluation same day/ Technical Evaluation received on 5.12.2019/ under SBA and Arithmetic check process/ SBA and Arithmetic check shared to requester unit on 11.12.2019/ waiting for confirmation/requester units are under discussion regarding on the least bidder/ email confirmation received on 26.12.2019 to award second least bidder/ under minute preparation since 30.12.2019/ Minutes and SBA signed on 3.01.2020/ under vendor set up preparation/ PO placed on 17.1.2020/ contract to be awarded/PO and Contract signed on 27/1/20 and sent to Anwar/ Signed PO received and waiting for the signed contract/ Signing Contract and PO received from FO/ under construction",Ongoing,Procurement
1633875968,05/11/2019,Email Request,05/11/2019,1633875968,07/11/2019,US1T0,GRAD2,USLMET0023,Ye'abtsega M.,DGETACHEW,1. request of refreshment(Once) for Thursday afternoon meeting.,0,DAY,ETB,10800,PLAZA ADDIS TRADING PLC,,,,0000-00-00,,,0,1. Hotel reserved for the half day./Payment request received./Settled with PO# 5837,Ongoing,Finance
41280185,05/11/2019,Email Request,05/11/2019,41280185,06/11/2019,US000,Admin,UNRTET0098,Hilawit Worku,DGETACHEW,1. renting of easels,6,DAY,ETB,11600,FLAWLESS INTERNATIONAL BUSINESS PLC,,,,10/12/2019,91088,,0,1. Quotation received and PO issued/Item delivered on 6/11/19/Waiting for payment request/Document forwarded to finance 10/12/19,Ongoing,Finance
6286,31/10/2019,1735,31/10/2019,5866,12/11/2019,AT609,SRHN,CAUTET0030,Alemnesh Asfaw,DGETACHEW,1. Designing and Printing of Gender strategy documents,50,EA,ETB,14260,AMANUEL PRINTING PRESS,Fs No. 00000096,5840,8766,02/01/2020,,4741107,14012,1. under performa collection./couldn't dispatch PO due to charging information error/issue solved and PO issued to vendor 18/11/19/under design work/Comments given on design and final design will be received 4/12/19/printing delivered on 17/12/19 and waiting for payment request/ payment request received on 19/12/19 and waiting GRN 20/12/19/Document forwarded to finance on 27/12/19,Completed,Procurement
1019852025,31/10/2019,Offline,31/10/2019,1019852025,01/01/1970,US29S,SRHN,PTFIET0002,Alemnesh Asfaw,DGETACHEW,1. Flash 32 GB,6,EA,ETB,3299.99,A.T.M.T COMTECH PLC,,,,29/11/2019,90691,,0,1. Under Performa collection/Performa collected and reviewed by IT and item delivered and waiting for confirmation 26/11/19/Document forwarded to finance 29/11/19,Ongoing,Finance
384247367,07/11/2019,0,07/11/2019,384247367,07/11/2019,US31E,SINCE,IRCXET0006,Abigel Abraham,ANEGASSA,Note book medium size No. 200pen No. 200Marker pack 6. Paper plaster no. 6Log book no. 12Color paper rim 3Sticky notes no 10 (medium size),200,PCE,ETB,12200.52,OSLO TRADING PLC,FS NO 00005170 with Credit sales Attachment No.000886-01-0000030RSl-00212-AW,,,16/12/2019,90141,,0,"The Supplier Informed through email on 07 November 2019 also the item delivered on the same date & the requesting unit communicated for the collection/in the meantime final approval for the slight variation from the estimated price 11, 500.00 birr to the actual of Birr 12,200.52 is approved & credit invoice received on 12 November 2019 accordingly.",Ongoing,Finance
6151,09/09/2019,,09/09/2019,5760,26/09/2019,CA351,GROW,"CCANET0040,CCANET0039",Ephrata Frew,DGETACHEW,1. Printing of Project documents,1000,EA,ETB,649620.06,QUIK NET TRADING,Fs. No. 00002204,5725,7944,13/11/2019,90111,4474423,638322.31,1.performa collected and opened on 20/9/19/ 2. confirmation recieved fro requestor after discussing with the vendors on delivery dates/ 3.PO issued on 26/9/19/ 4. printings delivered and payment request recieved on 8/11/19,Completed,Procurement
6151,09/09/2019,1684,09/09/2019,5759,26/09/2019,CA351,GROW,"CCANET0040,CCANET0039",Ephrata Frew,DGETACHEW,1. Printing of Project documents,300,EA,ETB,160373.25,CHECK POINT DESIGN AND PRINTING SERVICE,Fs. No. 00000352,5794,8016,0000-00-00,,4740917,157584.15,"1. Performa collected and opened on 20/9/19/ 2. confirmation recieved form requestors after discussing with the vendor on the delivery date (12 days)/ 3. vendor failed to deliver with in the specified date and discussion held with the vendor./ 4. after discussion november 11, 2019 waa set to be the final delivery date but vendor delivered only NNP guideline and draft deign of AMIYCN and still under communication with the vendor./Delivery expected on Tuesday 26/11/19/Waiting GRN 29/11/19/Document forwarded to finance 5/12/19",Completed,Procurement
